Accession	IDList
GO:0061817	gene_Ani005339,gene_Ani016788,gene_Ani010535,gene_Ani027261,gene_Ani016757,gene_Ani014803,novel4899
GO:0048856	gene_Ani002381,gene_Ani025077,gene_Ani031664,gene_Ani031663,gene_Ani004616,gene_Ani024302,gene_Ani004177,gene_Ani023821,gene_Ani001002,gene_Ani027330,gene_Ani021409,gene_Ani029592,gene_Ani029603,gene_Ani008833,gene_Ani017032,gene_Ani008753,gene_Ani033290,gene_Ani033291,gene_Ani015190,gene_Ani006597,gene_Ani016379,gene_Ani026198,gene_Ani012992,gene_Ani029311,gene_Ani028416,gene_Ani028450,gene_Ani019122,gene_Ani005122,gene_Ani021991,gene_Ani021441,gene_Ani031015,gene_Ani001001,gene_Ani000876,gene_Ani015340,gene_Ani031971,gene_Ani016286,gene_Ani015758,gene_Ani015831,gene_Ani023730,gene_Ani032312,gene_Ani032319,gene_Ani019166,gene_Ani030072,gene_Ani021464,gene_Ani018894,gene_Ani027529,gene_Ani023384,gene_Ani013576,gene_Ani022475,gene_Ani027215,gene_Ani027214,gene_Ani011682,gene_Ani029457,gene_Ani032133,gene_Ani010657,gene_Ani025714,gene_Ani025713,gene_Ani029662,gene_Ani029663,gene_Ani003499,gene_Ani009290,gene_Ani026029,gene_Ani005110,gene_Ani020611,gene_Ani015900,gene_Ani023085,gene_Ani023081,gene_Ani029865,gene_Ani010533,gene_Ani024315,gene_Ani017036,gene_Ani017742,gene_Ani031520,gene_Ani031522,gene_Ani007446,gene_Ani007445,gene_Ani004632,gene_Ani007585,gene_Ani014810,gene_Ani030601,gene_Ani027171,gene_Ani020180,gene_Ani033025,gene_Ani005218,gene_Ani031726,gene_Ani031725,gene_Ani008275,gene_Ani008276,gene_Ani031096,gene_Ani031097,gene_Ani003267,gene_Ani003083,gene_Ani002355,gene_Ani002354,gene_Ani017619,gene_Ani010649,gene_Ani021569,gene_Ani007971,gene_Ani033287,gene_Ani023950,gene_Ani022575,gene_Ani008369,gene_Ani016981,gene_Ani028888,gene_Ani008984,gene_Ani008983,gene_Ani026041,gene_Ani015180,gene_Ani018891,gene_Ani019576,gene_Ani013130,gene_Ani016403,gene_Ani005648,gene_Ani004974,gene_Ani003762,gene_Ani019538,gene_Ani005020,gene_Ani021156,gene_Ani020205,gene_Ani020204,gene_Ani004690,gene_Ani030184,gene_Ani016219,gene_Ani014527,gene_Ani027004,gene_Ani030286,gene_Ani031329,gene_Ani001476,gene_Ani012461,gene_Ani006878,gene_Ani022983,gene_Ani015360,gene_Ani023916,gene_Ani030036,gene_Ani030070,gene_Ani015629,gene_Ani014660,gene_Ani032681,gene_Ani025099,gene_Ani014435,gene_Ani014533,gene_Ani009966,gene_Ani009633,gene_Ani026882,gene_Ani005109,gene_Ani006811,gene_Ani020446,gene_Ani008377,gene_Ani008379,gene_Ani014613,gene_Ani022736,gene_Ani000955,gene_Ani023938,gene_Ani018122,gene_Ani008703,gene_Ani007328,gene_Ani030061,gene_Ani008704,gene_Ani010525,gene_Ani026990,gene_Ani033241,gene_Ani023341,gene_Ani013999,gene_Ani031174,gene_Ani030778,gene_Ani027386,gene_Ani027385,gene_Ani005969,gene_Ani023404,gene_Ani015373,gene_Ani019537,gene_Ani017933,gene_Ani005525,gene_Ani011679,gene_Ani008486,gene_Ani022590,gene_Ani008133,gene_Ani016921,gene_Ani006561,gene_Ani012517,gene_Ani021037,gene_Ani008799,gene_Ani025272,gene_Ani022822,gene_Ani023339,gene_Ani020975,gene_Ani022317,gene_Ani029631,gene_Ani025049,gene_Ani031651,gene_Ani031656,gene_Ani008697,gene_Ani006892,gene_Ani011438,gene_Ani013460,gene_Ani001011,gene_Ani005847,gene_Ani025259,gene_Ani028367,gene_Ani016050,gene_Ani012253,gene_Ani019775,gene_Ani002574,gene_Ani009072,gene_Ani023763,gene_Ani020308,gene_Ani002741,gene_Ani012279,gene_Ani011302,gene_Ani005364,gene_Ani005362,gene_Ani010583,gene_Ani004987,gene_Ani019957,gene_Ani028445,gene_Ani028443,gene_Ani012516,gene_Ani018264,gene_Ani016527,gene_Ani021631,gene_Ani024169,gene_Ani029429,gene_Ani002947,gene_Ani019304,gene_Ani024766,gene_Ani014081,gene_Ani012940,gene_Ani003371,gene_Ani010460,gene_Ani030220,gene_Ani027946,gene_Ani000448,gene_Ani013548,gene_Ani012825,gene_Ani027766,gene_Ani026396,gene_Ani026395,gene_Ani004410,gene_Ani004411,gene_Ani025154,gene_Ani022072,gene_Ani029857,gene_Ani027967,gene_Ani031513,gene_Ani015311,gene_Ani031518,gene_Ani009991,gene_Ani000991,gene_Ani007661,gene_Ani022038,gene_Ani022058,gene_Ani009634,gene_Ani018171,gene_Ani004629,gene_Ani009588,gene_Ani029659,gene_Ani007248,gene_Ani024677,gene_Ani028732,gene_Ani028730,gene_Ani007723,gene_Ani009718,gene_Ani018375,gene_Ani011256,gene_Ani005998,gene_Ani016708,gene_Ani027306,gene_Ani020760,gene_Ani020179,gene_Ani006171,gene_Ani027234,gene_Ani033223,gene_Ani012380,gene_Ani026330,gene_Ani026484,gene_Ani010650,gene_Ani010655,gene_Ani010724,gene_Ani007936,gene_Ani014837,gene_Ani022126,gene_Ani004008,gene_Ani021162,gene_Ani007875,gene_Ani024417,gene_Ani018376,gene_Ani000693,gene_Ani003524,gene_Ani023025,gene_Ani015669,gene_Ani000447,gene_Ani023966,gene_Ani019880,gene_Ani009237,gene_Ani019002,gene_Ani016994,gene_Ani009058,gene_Ani023570,gene_Ani014661,gene_Ani019563,gene_Ani013121,gene_Ani003995,gene_Ani016037,gene_Ani032694,gene_Ani016710,gene_Ani002383,gene_Ani032202,gene_Ani027524,gene_Ani025564,gene_Ani012659,gene_Ani029748,gene_Ani010149,gene_Ani020662,gene_Ani031917,gene_Ani002448,gene_Ani032410,gene_Ani026528,gene_Ani004535,gene_Ani011934,gene_Ani015901,gene_Ani023337,gene_Ani003819,gene_Ani000842,gene_Ani027262,gene_Ani024631,gene_Ani029045,gene_Ani030768,gene_Ani030765,gene_Ani030764,gene_Ani010382,gene_Ani020256,gene_Ani029931,gene_Ani026282,gene_Ani000808,gene_Ani010725,gene_Ani012805,gene_Ani017720,gene_Ani014524,gene_Ani031867,gene_Ani024074,gene_Ani019258,gene_Ani024671,gene_Ani006183,gene_Ani030137,gene_Ani005481,gene_Ani018383,gene_Ani014776,gene_Ani031399,gene_Ani023667,gene_Ani015176,gene_Ani010499,gene_Ani029022,gene_Ani020965,gene_Ani025469,gene_Ani002912,gene_Ani008541,novel1886,gene_Ani023628,gene_Ani027367,gene_Ani030975,gene_Ani023648,gene_Ani007171,gene_Ani001000,novel79,gene_Ani031594,gene_Ani024629,novel870,gene_Ani026777,gene_Ani023953,gene_Ani031693,gene_Ani022128,gene_Ani007191,gene_Ani020843,gene_Ani010027,gene_Ani029044,gene_Ani011205,gene_Ani025224,gene_Ani023733,gene_Ani020294,gene_Ani021133,novel3173,gene_Ani000883,gene_Ani013116,gene_Ani027144,novel1774,gene_Ani008649,gene_Ani012943,gene_Ani022605,gene_Ani025546,gene_Ani009383,gene_Ani024816,novel1510,gene_Ani017587,novel5564
GO:0006654	gene_Ani009858,gene_Ani030964,gene_Ani008637,gene_Ani014618
GO:0016042	gene_Ani009858,gene_Ani020145,gene_Ani023820,gene_Ani024751,gene_Ani022904,gene_Ani006930,gene_Ani014912,gene_Ani016091,gene_Ani030964,gene_Ani007277,gene_Ani025488,gene_Ani029982,gene_Ani022880,gene_Ani025675,gene_Ani024232,gene_Ani024233,gene_Ani024231,gene_Ani021265,gene_Ani006467,gene_Ani008637,gene_Ani018417,gene_Ani010547,gene_Ani022881,gene_Ani021262,gene_Ani021267,gene_Ani014618,gene_Ani030801,gene_Ani000836,gene_Ani028632,gene_Ani028633,gene_Ani020977,gene_Ani005203,gene_Ani011022,gene_Ani022807,gene_Ani016570,gene_Ani018415,gene_Ani018414,gene_Ani029955,gene_Ani001935,gene_Ani032899,gene_Ani006965,gene_Ani012610,gene_Ani029876,gene_Ani001223,gene_Ani018011,gene_Ani013381,gene_Ani010817,gene_Ani030195,gene_Ani021530,gene_Ani008624,gene_Ani025548,gene_Ani026776,gene_Ani014604,gene_Ani000804,gene_Ani028627,gene_Ani028626,gene_Ani028629,gene_Ani028628,gene_Ani003856,gene_Ani020967,gene_Ani013854,novel2424
GO:0048017	gene_Ani009858,gene_Ani030964,gene_Ani008637,gene_Ani014618
GO:0042758	gene_Ani018808,gene_Ani018811
GO:0033539	gene_Ani018808,gene_Ani018811
GO:0019254	gene_Ani018808,gene_Ani018811
GO:0008380	gene_Ani021765,gene_Ani019989,gene_Ani031039,gene_Ani019122,gene_Ani024715,gene_Ani024716,gene_Ani027160,gene_Ani033346,gene_Ani016199,gene_Ani002502,gene_Ani001751,gene_Ani017821,gene_Ani008835,gene_Ani008215,gene_Ani009069,gene_Ani027477,gene_Ani025337,gene_Ani015559,gene_Ani012824,gene_Ani010884,gene_Ani000770,gene_Ani032841,gene_Ani018776,gene_Ani025008,gene_Ani010011,gene_Ani005321,gene_Ani024901,gene_Ani025063,gene_Ani017250,gene_Ani009846,gene_Ani001244,gene_Ani030064,gene_Ani023709,gene_Ani001373,gene_Ani021805,gene_Ani009689,gene_Ani018492,gene_Ani025851,gene_Ani020882,gene_Ani000444,gene_Ani010878,gene_Ani026739,gene_Ani020867,gene_Ani020643,gene_Ani004870,gene_Ani016725,gene_Ani019258,gene_Ani016894,gene_Ani016893,gene_Ani029537,gene_Ani032843,gene_Ani001151
GO:0051301	gene_Ani021765,gene_Ani028170,gene_Ani014360,gene_Ani014865,gene_Ani000673,gene_Ani014682,gene_Ani008142,gene_Ani019312,gene_Ani010596,gene_Ani030056,gene_Ani007297,gene_Ani028130,gene_Ani025631,gene_Ani025149,gene_Ani027435,gene_Ani016065,gene_Ani024735,gene_Ani015368,gene_Ani001085,gene_Ani010438,gene_Ani022452,gene_Ani023501,gene_Ani020944,gene_Ani009407,gene_Ani004059,gene_Ani007157,gene_Ani032513,gene_Ani025691,gene_Ani002132,gene_Ani028577,gene_Ani022610,gene_Ani015612,gene_Ani010136,gene_Ani015874,gene_Ani007094,gene_Ani028559,gene_Ani026303,gene_Ani019898,gene_Ani009163,gene_Ani012316,gene_Ani001470,gene_Ani031138,gene_Ani026884,gene_Ani019207,gene_Ani030827,gene_Ani012650,gene_Ani016063,gene_Ani015481,gene_Ani018835,gene_Ani015953,gene_Ani030126,gene_Ani012704,gene_Ani002909,gene_Ani014043,gene_Ani025066,gene_Ani030509,gene_Ani030507,gene_Ani030055,gene_Ani016326,gene_Ani014361,gene_Ani028852,gene_Ani010097,gene_Ani006574,gene_Ani021805,gene_Ani021658,gene_Ani008360,gene_Ani000030,gene_Ani026657,gene_Ani015097,gene_Ani023943,gene_Ani032385,gene_Ani012410,gene_Ani025666,gene_Ani009058,gene_Ani032222,gene_Ani031122,gene_Ani010554,gene_Ani010555,gene_Ani005912,gene_Ani003738,gene_Ani028254,gene_Ani033582,gene_Ani025181,gene_Ani028350,gene_Ani016937,gene_Ani009247,gene_Ani025872,gene_Ani016895,gene_Ani029246,gene_Ani029025,gene_Ani002917,gene_Ani019352,novel6004,gene_Ani019888,gene_Ani020550,gene_Ani028168,gene_Ani016305,gene_Ani031562,gene_Ani022089,gene_Ani028079,gene_Ani020659,gene_Ani029749,gene_Ani001339,gene_Ani029026
GO:0006397	gene_Ani021765,gene_Ani031039,gene_Ani003366,gene_Ani019122,gene_Ani024715,gene_Ani024716,gene_Ani027160,gene_Ani008749,gene_Ani015593,gene_Ani033362,gene_Ani002734,gene_Ani019873,gene_Ani019684,gene_Ani027089,gene_Ani011114,gene_Ani007935,gene_Ani001751,gene_Ani017821,gene_Ani010414,gene_Ani025917,gene_Ani008835,gene_Ani008215,gene_Ani027477,gene_Ani000363,gene_Ani015559,gene_Ani007914,gene_Ani012824,gene_Ani010884,gene_Ani000851,gene_Ani008588,gene_Ani007461,gene_Ani017556,gene_Ani032841,gene_Ani018776,gene_Ani025008,gene_Ani017960,gene_Ani010011,gene_Ani005321,gene_Ani004142,gene_Ani023311,gene_Ani019344,gene_Ani025063,gene_Ani017250,gene_Ani009846,gene_Ani001244,gene_Ani003978,gene_Ani003973,gene_Ani023744,gene_Ani010778,gene_Ani030064,gene_Ani023709,gene_Ani022074,gene_Ani001373,gene_Ani011122,gene_Ani021805,gene_Ani009689,gene_Ani018492,gene_Ani028874,gene_Ani019001,gene_Ani025851,gene_Ani020882,gene_Ani000444,gene_Ani010878,gene_Ani020867,gene_Ani023665,gene_Ani032415,gene_Ani020643,gene_Ani004877,gene_Ani004875,gene_Ani030125,gene_Ani028109,gene_Ani007484,gene_Ani032986,gene_Ani005405,gene_Ani005660,gene_Ani030843,gene_Ani024077,gene_Ani022444,gene_Ani019258,gene_Ani016894,gene_Ani016893,gene_Ani029537,gene_Ani021305,gene_Ani032843,gene_Ani001151,gene_Ani004879,gene_Ani024489,gene_Ani021449
GO:0006955	gene_Ani008729,gene_Ani013471,gene_Ani016563,gene_Ani026451,gene_Ani009066,gene_Ani008734,gene_Ani028156,gene_Ani024431,gene_Ani001594,gene_Ani005355,gene_Ani016287,gene_Ani009283,gene_Ani028112,gene_Ani028115,gene_Ani009995,gene_Ani001551,gene_Ani006282,gene_Ani006281,gene_Ani014194,gene_Ani008728,gene_Ani025714,gene_Ani025713,gene_Ani008724,gene_Ani026626,gene_Ani008730,gene_Ani032651,gene_Ani010608,gene_Ani021348,gene_Ani021342,gene_Ani023698,gene_Ani023697,gene_Ani010809,gene_Ani004939,gene_Ani008272,gene_Ani008274,gene_Ani009467,gene_Ani006328,gene_Ani006329,gene_Ani021891,gene_Ani021325,gene_Ani030988,gene_Ani030985,gene_Ani030984,gene_Ani030987,gene_Ani030986,gene_Ani030983,gene_Ani016020,gene_Ani032027,gene_Ani032028,gene_Ani032029,gene_Ani033081,gene_Ani033080,gene_Ani028267,gene_Ani016097,gene_Ani004940,gene_Ani031151,gene_Ani008732,gene_Ani003252,gene_Ani012817,gene_Ani012818,gene_Ani011679,gene_Ani023870,gene_Ani016590,gene_Ani007342,gene_Ani020177,gene_Ani032293,gene_Ani032290,gene_Ani032297,gene_Ani032296,gene_Ani032295,gene_Ani032294,gene_Ani032298,gene_Ani014284,gene_Ani021697,gene_Ani021696,gene_Ani021695,gene_Ani028342,gene_Ani005327,gene_Ani020403,gene_Ani008731,gene_Ani008733,gene_Ani002906,gene_Ani013618,gene_Ani012801,gene_Ani023153,gene_Ani008520,gene_Ani008569,gene_Ani020912,gene_Ani020915,gene_Ani004344,gene_Ani027111,gene_Ani005137,gene_Ani022390,gene_Ani016018,gene_Ani019801,gene_Ani008725,gene_Ani011468,gene_Ani004605,gene_Ani026613,gene_Ani010612,gene_Ani010611,gene_Ani032032,gene_Ani009457,gene_Ani021668,gene_Ani028389,gene_Ani007241,gene_Ani021376,gene_Ani021378,gene_Ani019195,gene_Ani004941,gene_Ani009455,gene_Ani009454,gene_Ani009453,gene_Ani005959,gene_Ani008227,gene_Ani008228,gene_Ani021336,gene_Ani021333,gene_Ani016021,gene_Ani003998,gene_Ani003999,gene_Ani032033,gene_Ani032030,gene_Ani032035,gene_Ani013575,gene_Ani016019,gene_Ani016017,gene_Ani016016,gene_Ani008726,gene_Ani008727,gene_Ani030028,gene_Ani030972,gene_Ani001440,gene_Ani025016,gene_Ani032745,gene_Ani008647,gene_Ani008646,gene_Ani021394,gene_Ani021395,gene_Ani021392,gene_Ani021391,gene_Ani019803,gene_Ani020402,gene_Ani027513,gene_Ani023186,gene_Ani021213,gene_Ani016023,gene_Ani010496,gene_Ani003462,gene_Ani032674,gene_Ani032671,gene_Ani013068,novel6063,novel4187,novel1958,gene_Ani015501,novel1900,novel3677,novel3804,novel2028,novel4250,novel4252,novel1008,novel4247,novel1934,novel4427,novel4186,gene_Ani004988,gene_Ani021346,novel3805,novel4248,gene_Ani021218,novel4251,novel2029,novel1510,novel5817,gene_Ani032291
GO:0006952	gene_Ani008729,gene_Ani003288,gene_Ani008728,gene_Ani008724,gene_Ani008730,gene_Ani006328,gene_Ani006329,gene_Ani008732,gene_Ani008731,gene_Ani008733,gene_Ani008725,gene_Ani004941,gene_Ani008726,gene_Ani008727,gene_Ani008647,gene_Ani019803,novel5817
GO:0007411	gene_Ani025073,gene_Ani020597,gene_Ani033507,gene_Ani003949,gene_Ani017462,gene_Ani019335,gene_Ani027341,gene_Ani011344,gene_Ani011115,gene_Ani014178,gene_Ani021138,gene_Ani007236,gene_Ani023522,gene_Ani014136,gene_Ani002746,gene_Ani014135,gene_Ani012409,gene_Ani017632,gene_Ani017633,gene_Ani017634,gene_Ani012870,gene_Ani021150,gene_Ani033169,gene_Ani026889,gene_Ani020871,gene_Ani030825,gene_Ani003729,gene_Ani029071,gene_Ani022431,gene_Ani031690,gene_Ani014366,gene_Ani027507,gene_Ani017968,gene_Ani020619,gene_Ani027342,gene_Ani016945,gene_Ani016940,gene_Ani023834,gene_Ani014972,gene_Ani020950,gene_Ani021166,gene_Ani008901,gene_Ani030520,gene_Ani017477,gene_Ani033053,gene_Ani018479,gene_Ani018476,gene_Ani017435,gene_Ani018477,gene_Ani004040,gene_Ani020601,gene_Ani011105,gene_Ani011102,gene_Ani020887,gene_Ani015601,gene_Ani008203,gene_Ani021167,gene_Ani032737,gene_Ani033174,gene_Ani016031,gene_Ani012845,gene_Ani010557,gene_Ani029518,gene_Ani027559,gene_Ani027351,gene_Ani008937,gene_Ani010701,gene_Ani027350,gene_Ani007546,gene_Ani013067,gene_Ani013066,gene_Ani012763,gene_Ani006902,gene_Ani016467,gene_Ani012139,gene_Ani025956,gene_Ani013919,gene_Ani027560,gene_Ani011103,gene_Ani003232,gene_Ani020538,gene_Ani033506,gene_Ani031889
GO:0016567	gene_Ani025967,gene_Ani011603,gene_Ani012768,gene_Ani029669,gene_Ani028170,gene_Ani027332,gene_Ani001255,gene_Ani031607,gene_Ani006598,gene_Ani021856,gene_Ani016079,gene_Ani005121,gene_Ani009565,gene_Ani032787,gene_Ani018420,gene_Ani009712,gene_Ani012957,gene_Ani027216,gene_Ani016487,gene_Ani031224,gene_Ani031765,gene_Ani023507,gene_Ani009759,gene_Ani009753,gene_Ani014178,gene_Ani027316,gene_Ani025931,gene_Ani032049,gene_Ani007867,gene_Ani026665,gene_Ani018273,gene_Ani027078,gene_Ani009465,gene_Ani020227,gene_Ani005383,gene_Ani029177,gene_Ani013132,gene_Ani020508,gene_Ani016680,gene_Ani008536,gene_Ani014796,gene_Ani010541,gene_Ani025304,gene_Ani019207,gene_Ani029509,gene_Ani012788,gene_Ani008863,gene_Ani032952,gene_Ani001439,gene_Ani014151,gene_Ani007469,gene_Ani012767,gene_Ani025434,gene_Ani018021,gene_Ani007218,gene_Ani008675,gene_Ani007578,gene_Ani007337,gene_Ani018283,gene_Ani016965,gene_Ani027575,gene_Ani017008,gene_Ani033327,gene_Ani033322,gene_Ani008157,gene_Ani026423,gene_Ani030692,gene_Ani008176,gene_Ani025177,gene_Ani009656,gene_Ani012237,gene_Ani000397,gene_Ani026396,gene_Ani026395,gene_Ani027425,gene_Ani017453,gene_Ani017454,gene_Ani007661,gene_Ani012617,gene_Ani003915,gene_Ani032521,gene_Ani032520,gene_Ani027988,gene_Ani029561,gene_Ani011256,gene_Ani026333,gene_Ani010655,gene_Ani010724,gene_Ani012418,gene_Ani009058,gene_Ani012473,gene_Ani023579,gene_Ani015394,gene_Ani009556,gene_Ani001299,gene_Ani028218,gene_Ani002389,gene_Ani023595,gene_Ani012812,gene_Ani013141,gene_Ani000408,gene_Ani004231,gene_Ani011934,gene_Ani012304,gene_Ani006825,gene_Ani020647,gene_Ani030764,gene_Ani014020,gene_Ani001313,gene_Ani029672,gene_Ani030748,gene_Ani001180,gene_Ani001182,gene_Ani010518,gene_Ani005400,gene_Ani020089,gene_Ani030727,gene_Ani027375,gene_Ani002933,gene_Ani022179,gene_Ani015170,gene_Ani015040,gene_Ani029246,gene_Ani021756,gene_Ani026615,novel1771,novel1995,novel3781,gene_Ani019189,gene_Ani020659,gene_Ani031104
GO:0006506	gene_Ani007922,gene_Ani004191,gene_Ani023168,gene_Ani028383,gene_Ani031907,gene_Ani030607,gene_Ani014653,gene_Ani003252,gene_Ani030106,gene_Ani025670,gene_Ani030884,gene_Ani018654,gene_Ani007921,gene_Ani002388,gene_Ani033099,gene_Ani023624,gene_Ani029676,gene_Ani001181,gene_Ani024941,novel5746,gene_Ani031338
GO:0007155	gene_Ani025077,gene_Ani025078,gene_Ani003322,gene_Ani003321,gene_Ani010891,gene_Ani026265,gene_Ani029603,gene_Ani012248,gene_Ani006926,gene_Ani030240,gene_Ani025735,gene_Ani003323,gene_Ani008886,gene_Ani026202,gene_Ani003173,gene_Ani006952,gene_Ani017018,gene_Ani025752,gene_Ani021121,gene_Ani003949,gene_Ani017206,gene_Ani014834,gene_Ani005749,gene_Ani025753,gene_Ani002627,gene_Ani033208,gene_Ani014520,gene_Ani003927,gene_Ani006194,gene_Ani018857,gene_Ani023384,gene_Ani014918,gene_Ani027525,gene_Ani027145,gene_Ani027412,gene_Ani001558,gene_Ani006288,gene_Ani025756,gene_Ani016875,gene_Ani011115,gene_Ani025107,gene_Ani009238,gene_Ani015839,gene_Ani008795,gene_Ani005923,gene_Ani017035,gene_Ani007585,gene_Ani008794,gene_Ani014431,gene_Ani025312,gene_Ani003881,gene_Ani027903,gene_Ani025911,gene_Ani023950,gene_Ani002746,gene_Ani010847,gene_Ani028552,gene_Ani012184,gene_Ani018177,gene_Ani005648,gene_Ani014833,gene_Ani030188,gene_Ani016215,gene_Ani030286,gene_Ani031329,gene_Ani022983,gene_Ani019224,gene_Ani019227,gene_Ani019226,gene_Ani019229,gene_Ani016444,gene_Ani005629,gene_Ani003169,gene_Ani006528,gene_Ani017511,gene_Ani014794,gene_Ani002626,gene_Ani026882,gene_Ani000417,gene_Ani000418,gene_Ani003147,gene_Ani003144,gene_Ani005929,gene_Ani031365,gene_Ani014016,gene_Ani018340,gene_Ani010476,gene_Ani015010,gene_Ani014429,gene_Ani026571,gene_Ani011902,gene_Ani014353,gene_Ani012592,gene_Ani012593,gene_Ani012591,gene_Ani030236,gene_Ani032757,gene_Ani031956,gene_Ani017968,gene_Ani008319,gene_Ani029259,gene_Ani029258,gene_Ani005508,gene_Ani023992,gene_Ani008877,gene_Ani014972,gene_Ani025259,gene_Ani019193,gene_Ani016056,gene_Ani033537,gene_Ani033536,gene_Ani015318,gene_Ani025883,gene_Ani023763,gene_Ani016421,gene_Ani008901,gene_Ani019957,gene_Ani030520,gene_Ani015195,gene_Ani025745,gene_Ani025744,gene_Ani015680,gene_Ani017477,gene_Ani025996,gene_Ani000448,gene_Ani032793,gene_Ani015118,gene_Ani004410,gene_Ani004411,gene_Ani027505,gene_Ani027504,gene_Ani031964,gene_Ani027427,gene_Ani009459,gene_Ani032154,gene_Ani005072,gene_Ani022058,gene_Ani006196,gene_Ani006195,gene_Ani016139,gene_Ani012634,gene_Ani011105,gene_Ani011102,gene_Ani003680,gene_Ani021742,gene_Ani003925,gene_Ani001332,gene_Ani028604,gene_Ani011520,gene_Ani032389,gene_Ani019194,gene_Ani031868,gene_Ani023025,gene_Ani028569,gene_Ani032768,gene_Ani000447,gene_Ani004766,gene_Ani031299,gene_Ani024593,gene_Ani016037,gene_Ani032694,gene_Ani007608,gene_Ani011894,gene_Ani003170,gene_Ani003177,gene_Ani020669,gene_Ani028665,gene_Ani012158,gene_Ani010554,gene_Ani010555,gene_Ani019060,gene_Ani004742,gene_Ani020270,gene_Ani025387,gene_Ani025386,gene_Ani032770,gene_Ani009022,gene_Ani003480,gene_Ani030241,gene_Ani009025,gene_Ani006702,gene_Ani006703,gene_Ani007262,gene_Ani006695,gene_Ani026285,gene_Ani026287,gene_Ani026286,gene_Ani012776,gene_Ani015089,gene_Ani031867,gene_Ani000844,gene_Ani008937,gene_Ani027530,gene_Ani008322,gene_Ani008320,gene_Ani024676,gene_Ani003113,gene_Ani012138,gene_Ani012137,gene_Ani004488,gene_Ani009028,gene_Ani029022,gene_Ani007544,gene_Ani023648,novel2630,gene_Ani009648,gene_Ani030243,gene_Ani023953,gene_Ani003525,gene_Ani030242,gene_Ani012139,novel1774,gene_Ani031362,gene_Ani025956,gene_Ani025909,gene_Ani019660,novel1715,gene_Ani011878,novel822,gene_Ani025739
GO:0006954	gene_Ani025074,gene_Ani028156,gene_Ani005355,gene_Ani025254,gene_Ani002527,gene_Ani002528,gene_Ani002529,gene_Ani025775,gene_Ani018324,gene_Ani000004,gene_Ani000003,gene_Ani004939,gene_Ani021733,gene_Ani014725,gene_Ani022983,gene_Ani033081,gene_Ani033080,gene_Ani004940,gene_Ani012787,gene_Ani007468,gene_Ani023870,gene_Ani021734,gene_Ani004121,gene_Ani033477,gene_Ani026061,gene_Ani005327,gene_Ani024125,gene_Ani019348,gene_Ani019349,gene_Ani024749,gene_Ani024743,gene_Ani010214,gene_Ani024140,gene_Ani004605,gene_Ani009991,gene_Ani004472,gene_Ani007241,gene_Ani004905,gene_Ani017412,gene_Ani006413,gene_Ani014726,gene_Ani023235,gene_Ani014700,gene_Ani010621,gene_Ani014886,gene_Ani022223,gene_Ani010572,gene_Ani010562,gene_Ani028271,gene_Ani015211,gene_Ani015213,gene_Ani028074,gene_Ani028075,gene_Ani025588,gene_Ani015405,gene_Ani019350,gene_Ani023648,novel3804,novel3021,gene_Ani014230,novel3805,gene_Ani010573,gene_Ani024748,novel3022
GO:0002224	gene_Ani025074,gene_Ani009066,gene_Ani000004,gene_Ani000003,gene_Ani014725,gene_Ani012787,gene_Ani006736,gene_Ani019348,gene_Ani019349,gene_Ani024749,gene_Ani014726,gene_Ani014700,gene_Ani028271,gene_Ani001440,gene_Ani015211,gene_Ani015212,gene_Ani002613,gene_Ani025588,gene_Ani019350,gene_Ani014230,gene_Ani024748
GO:0045087	gene_Ani025074,gene_Ani019989,gene_Ani011193,gene_Ani018762,gene_Ani028458,gene_Ani028688,gene_Ani025254,gene_Ani010622,gene_Ani032122,gene_Ani010233,gene_Ani000004,gene_Ani000003,gene_Ani014725,gene_Ani027007,gene_Ani009611,gene_Ani000954,gene_Ani012787,gene_Ani005420,gene_Ani022554,gene_Ani007468,gene_Ani011675,gene_Ani028636,gene_Ani011023,gene_Ani024125,gene_Ani019348,gene_Ani019349,gene_Ani027901,gene_Ani024749,gene_Ani020586,gene_Ani008763,gene_Ani024140,gene_Ani028690,gene_Ani015117,gene_Ani015115,gene_Ani004472,gene_Ani000939,gene_Ani026588,gene_Ani004905,gene_Ani014726,gene_Ani006316,gene_Ani027822,gene_Ani014700,gene_Ani020981,gene_Ani010621,gene_Ani010572,gene_Ani001606,gene_Ani001607,gene_Ani010562,gene_Ani004232,gene_Ani023432,gene_Ani006223,gene_Ani028271,gene_Ani015211,gene_Ani015213,gene_Ani005421,gene_Ani005893,gene_Ani025588,gene_Ani025409,gene_Ani015405,gene_Ani010497,gene_Ani001608,gene_Ani000938,gene_Ani019350,novel2365,novel2422,novel286,novel59,gene_Ani010627,gene_Ani000953,gene_Ani008258,novel61,novel65,gene_Ani014230,gene_Ani010573,gene_Ani000947,novel4370,gene_Ani024748,gene_Ani006230,novel4376,novel4374,novel66
